InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Category,Quantity,UnitPrice,Revenue
C508522,2022-08-12,12204,United Kingdom,P0395,Books,1,12.79,12.79
C504075,2022-08-12,11029,United Kingdom,P0047,Tools,4,5.46,21.84
C504075,2022-08-12,11029,United Kingdom,P0218,Baby,5,16.25,81.25
C505481,2022-08-12,11396,United Kingdom,P0104,Electronics,3,45.34,136.02
C508519,2022-08-12,12204,United Kingdom,P0097,Books,1,22.28,22.28
C508522,2022-08-12,12204,United Kingdom,P0373,Baby,2,2.95,5.9
C508522,2022-08-12,12204,United Kingdom,P0028,Baby,1,26.21,26.21
C504486,2022-08-12,11141,United Kingdom,P0111,Tools,6,6.88,41.28
C505776,2022-08-12,11474,Germany,P0308,Baby,3,82.34,247.02
C505776,2022-08-12,11474,Germany,P0206,Baby,6,20.32,121.92
C505776,2022-08-12,11474,Germany,P0205,Pet Supplies,4,11.97,47.88
C501807,2022-08-13,10466,United Kingdom,P0016,Books,5,12.27,61.35
C503744,2022-08-13,10945,United Kingdom,P0038,Home & Garden,3,10.43,31.29
C501807,2022-08-13,10466,United Kingdom,P0345,Tools,1,12.69,12.69
C501371,2022-08-13,10361,Netherlands,P0180,Sports & Outdoors,4,16.74,66.96
C501807,2022-08-13,10466,United Kingdom,P0309,Beauty,2,15.49,30.98
C501371,2022-08-13,10361,Netherlands,P0045,Music,5,17.29,86.45
C505570,2022-08-14,11417,Germany,P0234,Music,5,20.56,102.8
C501918,2022-08-14,10494,United Kingdom,P0330,Home & Garden,2,3.68,7.36
C505522,2022-08-14,11403,Spain,P0032,Music,4,13.16,52.64
C508552,2022-08-14,12211,United Kingdom,P0312,Books,4,13.7,54.8
C505522,2022-08-14,11403,Spain,P0181,Tools,5,9.02,45.1
C501918,2022-08-14,10494,United Kingdom,P0275,Books,5,27.92,139.6
C501918,2022-08-14,10494,United Kingdom,P0329,Baby,6,6.54,39.24
C504156,2022-08-14,11052,United Kingdom,P0090,Food & Grocery,4,23.71,94.84
C504405,2022-08-15,11119,France,P0343,Office,3,24.07,72.21
C507665,2022-08-15,11993,United Kingdom,P0241,Toys,6,73.14,438.84
C507665,2022-08-15,11993,United Kingdom,P0328,Baby,1,14.28,14.28
C504405,2022-08-15,11119,France,P0370,Music,4,9.09,36.36
C501151,2022-08-15,10315,United Kingdom,P0058,Clothing,4,25.0,100.0
C507163,2022-08-15,11845,United Kingdom,P0250,Jewelry,3,15.53,46.59
C501151,2022-08-15,10315,United Kingdom,P0107,Books,2,30.27,60.54
C507163,2022-08-15,11845,United Kingdom,P0362,Automotive,2,9.57,19.14
C501151,2022-08-15,10315,United Kingdom,P0032,Music,5,13.27,66.35
C503066,2022-08-16,10773,France,P0066,Books,4,9.97,39.88
C503066,2022-08-16,10773,France,P0044,Music,6,7.77,46.62
C503066,2022-08-16,10773,France,P0111,Tools,5,6.76,33.8
C503066,2022-08-16,10773,France,P0114,Toys,5,61.45,307.25
C502796,2022-08-16,10719,United Kingdom,P0055,Books,5,24.15,120.75
C503066,2022-08-16,10773,France,P0212,Pet Supplies,4,28.06,112.24
C500388,2022-08-16,10108,United Kingdom,P0358,Home & Garden,3,19.52,58.56
C502443,2022-08-17,10625,United Kingdom,P0036,Music,5,7.06,35.3
C502443,2022-08-17,10625,United Kingdom,P0269,Health,6,68.35,410.1
C502443,2022-08-17,10625,United Kingdom,P0123,Tools,6,22.45,134.7
C502443,2022-08-17,10625,United Kingdom,P0277,Jewelry,6,3.94,23.64
C502443,2022-08-17,10625,United Kingdom,P0238,Health,1,6.72,6.72
C502443,2022-08-17,10625,United Kingdom,P0234,Music,4,21.11,84.44
C502443,2022-08-17,10625,United Kingdom,P0205,Pet Supplies,3,11.89,35.67
C502443,2022-08-17,10625,United Kingdom,P0258,Food & Grocery,6,28.63,171.78
C505172,2022-08-17,11320,France,P0297,Toys,1,6.59,6.59
C502443,2022-08-17,10625,United Kingdom,P0116,Automotive,6,11.03,66.18
C502443,2022-08-17,10625,United Kingdom,P0350,Books,2,4.92,9.84
C503839,2022-08-17,10972,United Kingdom,P0133,Pet Supplies,3,2.93,8.79
C503163,2022-08-17,10798,United Kingdom,P0212,Pet Supplies,3,27.92,83.76
C503163,2022-08-17,10798,United Kingdom,P0207,Books,4,7.26,29.04
C503163,2022-08-17,10798,United Kingdom,P0120,Baby,6,41.21,247.26
C508341,2022-08-17,12158,Germany,P0062,Sports & Outdoors,4,12.03,48.12
C503163,2022-08-17,10798,United Kingdom,P0361,Automotive,1,7.18,7.18
C502443,2022-08-17,10625,United Kingdom,P0235,Books,5,76.57,382.85
C507647,2022-08-17,11988,United Kingdom,P0152,Home & Garden,2,15.11,30.22
C503839,2022-08-17,10972,United Kingdom,P0344,Clothing,3,6.42,19.26
C503163,2022-08-17,10798,United Kingdom,P0080,Toys,4,15.56,62.24
C507432,2022-08-17,11923,France,P0198,Pet Supplies,5,20.04,100.2
C507966,2022-08-18,12066,Netherlands,P0370,Music,5,8.5,42.5
C500790,2022-08-18,10217,United Kingdom,P0104,Electronics,1,45.79,45.79
C501360,2022-08-18,10357,Netherlands,P0198,Pet Supplies,4,19.73,78.92
C501360,2022-08-18,10357,Netherlands,P0171,Sports & Outdoors,5,91.27,456.35
C500790,2022-08-18,10217,United Kingdom,P0320,Food & Grocery,1,4.61,4.61
C500790,2022-08-18,10217,United Kingdom,P0305,Sports & Outdoors,4,5.92,23.68
C500790,2022-08-18,10217,United Kingdom,P0003,Tools,5,8.34,41.7
C507966,2022-08-18,12066,Netherlands,P0080,Toys,5,16.06,80.3
C502989,2022-08-18,10753,United Kingdom,P0232,Music,1,8.28,8.28
C502549,2022-08-19,10654,France,P0223,Music,3,8.22,24.66
C501715,2022-08-19,10440,United Kingdom,P0223,Music,1,7.81,7.81
C501715,2022-08-19,10440,United Kingdom,P0164,Electronics,4,27.4,109.6
C505661,2022-08-19,11444,United Kingdom,P0232,Music,1,8.14,8.14
C502815,2022-08-19,10724,Germany,P0272,Baby,4,26.71,106.84
C502549,2022-08-19,10654,France,P0289,Food & Grocery,4,15.15,60.6
C507952,2022-08-19,12066,Netherlands,P0079,Music,2,18.93,37.86
C501689,2022-08-20,10435,United Kingdom,P0147,Clothing,6,26.2,157.2
C501609,2022-08-20,10415,United Kingdom,P0138,Toys,3,13.28,39.84
C501689,2022-08-20,10435,United Kingdom,P0274,Automotive,3,6.41,19.23
C501689,2022-08-20,10435,United Kingdom,P0142,Music,2,21.06,42.12
C508884,2022-08-20,12301,Spain,P0055,Books,1,23.53,23.53
C504023,2022-08-20,11012,Germany,P0315,Food & Grocery,6,29.28,175.68
C508140,2022-08-20,12104,Spain,P0229,Sports & Outdoors,4,9.47,37.88
C508140,2022-08-20,12104,Spain,P0089,Electronics,1,14.2,14.2
C504023,2022-08-20,11012,Germany,P0214,Health,2,18.33,36.66
C503500,2022-08-20,10889,Spain,P0205,Pet Supplies,6,12.24,73.44
C501689,2022-08-20,10435,United Kingdom,P0075,Electronics,3,6.14,18.42
C501689,2022-08-20,10435,United Kingdom,P0153,Health,1,17.03,17.03
C505377,2022-08-20,11369,United Kingdom,P0305,Sports & Outdoors,6,6.41,38.46
C503859,2022-08-21,10976,Netherlands,P0119,Sports & Outdoors,5,4.69,23.45
C507929,2022-08-21,12061,Germany,P0174,Food & Grocery,2,40.9,81.8
C507929,2022-08-21,12061,Germany,P0298,Sports & Outdoors,4,14.69,58.76
C507929,2022-08-21,12061,Germany,P0307,Office,6,5.76,34.56
C503180,2022-08-21,10803,France,P0115,Music,5,4.62,23.1
C507929,2022-08-21,12061,Germany,P0011,Toys,4,7.75,31.0
C507929,2022-08-21,12061,Germany,P0068,Music,2,110.39,220.78
C503180,2022-08-21,10803,France,P0224,Electronics,1,32.31,32.31
C503180,2022-08-21,10803,France,P0129,Music,4,27.03,108.12
C509596,2022-08-22,12495,France,P0355,Toys,1,7.63,7.63
C500017,2022-08-22,10004,France,P0001,Books,5,19.0,95.0
C509514,2022-08-22,12471,United Kingdom,P0330,Home & Garden,2,3.66,7.32
C509514,2022-08-22,12471,United Kingdom,P0347,Books,4,4.29,17.16
C508547,2022-08-22,12211,United Kingdom,P0089,Electronics,4,13.64,54.56
C507165,2022-08-22,11845,United Kingdom,P0222,Beauty,5,95.86,479.3
C505357,2022-08-22,11362,France,P0394,Clothing,3,25.18,75.54
C505357,2022-08-22,11362,France,P0224,Electronics,5,32.22,161.1
C509514,2022-08-22,12471,United Kingdom,P0195,Office,3,4.29,12.87
C500017,2022-08-22,10004,France,P0222,Beauty,4,96.31,385.24
C509514,2022-08-22,12471,United Kingdom,P0239,Baby,5,23.21,116.05
C509596,2022-08-22,12495,France,P0083,Food & Grocery,2,26.6,53.2
C503503,2022-08-22,10891,United Kingdom,P0295,Music,5,7.45,37.25
C509465,2022-08-22,12459,France,P0218,Baby,2,15.78,31.56
C503503,2022-08-22,10891,United Kingdom,P0069,Jewelry,1,2.8,2.8
C501901,2022-08-23,10488,Netherlands,P0086,Jewelry,4,8.31,33.24
C501901,2022-08-23,10488,Netherlands,P0336,Pet Supplies,5,64.98,324.9
C509086,2022-08-23,12353,United Kingdom,P0295,Music,4,7.19,28.76
C509267,2022-08-23,12401,United Kingdom,P0146,Health,2,30.96,61.92
C505994,2022-08-23,11530,United Kingdom,P0367,Office,1,29.0,29.0
C500942,2022-08-23,10258,United Kingdom,P0273,Food & Grocery,2,49.2,98.4
C508418,2022-08-23,12178,United Kingdom,P0023,Food & Grocery,5,31.48,157.4
C500942,2022-08-23,10258,United Kingdom,P0206,Baby,6,19.92,119.52
C509267,2022-08-23,12401,United Kingdom,P0198,Pet Supplies,4,19.86,79.44
C503548,2022-08-23,10897,United Kingdom,P0014,Food & Grocery,1,31.32,31.32
C503548,2022-08-23,10897,United Kingdom,P0111,Tools,6,6.09,36.54
C500942,2022-08-23,10258,United Kingdom,P0235,Books,5,75.65,378.25
C508418,2022-08-23,12178,United Kingdom,P0239,Baby,2,23.23,46.46
C505443,2022-08-23,11386,Spain,P0296,Beauty,5,9.6,48.0
C509267,2022-08-23,12401,United Kingdom,P0279,Office,3,2.33,6.99
C508413,2022-08-23,12176,Netherlands,P0292,Home & Garden,5,5.12,25.6
C503548,2022-08-23,10897,United Kingdom,P0330,Home & Garden,2,3.82,7.64
C501376,2022-08-23,10361,Netherlands,P0268,Tools,4,88.94,355.76
C507958,2022-08-23,12066,Netherlands,P0342,Clothing,5,56.09,280.45
C509267,2022-08-23,12401,United Kingdom,P0135,Pet Supplies,5,25.96,129.8
C509267,2022-08-23,12401,United Kingdom,P0107,Books,3,29.48,88.44
C509267,2022-08-23,12401,United Kingdom,P0395,Books,2,13.01,26.02
C509267,2022-08-23,12401,United Kingdom,P0352,Home & Garden,4,9.28,37.12
C501901,2022-08-23,10488,Netherlands,P0072,Automotive,1,10.67,10.67
C503548,2022-08-23,10897,United Kingdom,P0250,Jewelry,3,15.6,46.8
C503548,2022-08-23,10897,United Kingdom,P0361,Automotive,5,7.23,36.15
C509267,2022-08-23,12401,United Kingdom,P0355,Toys,4,6.95,27.8
C507562,2022-08-24,11966,United Kingdom,P0288,Home & Garden,1,21.08,21.08
C507562,2022-08-24,11966,United Kingdom,P0148,Home & Garden,5,7.44,37.2
C507562,2022-08-24,11966,United Kingdom,P0277,Jewelry,4,3.69,14.76
C504749,2022-08-24,11208,United Kingdom,P0011,Toys,4,7.62,30.48
C507562,2022-08-24,11966,United Kingdom,P0219,Toys,2,23.33,46.66
C504449,2022-08-24,11132,United Kingdom,P0147,Clothing,3,25.98,77.94
C508573,2022-08-24,12216,United Kingdom,P0308,Baby,6,82.57,495.42
C504749,2022-08-24,11208,United Kingdom,P0187,Toys,6,9.53,57.18
C507562,2022-08-24,11966,United Kingdom,P0083,Food & Grocery,4,26.22,104.88
C504749,2022-08-24,11208,United Kingdom,P0313,Toys,3,12.88,38.64
C507562,2022-08-24,11966,United Kingdom,P0305,Sports & Outdoors,2,6.41,12.82
C507562,2022-08-24,11966,United Kingdom,P0123,Tools,5,23.03,115.15
C500032,2022-08-24,10010,United Kingdom,P0324,Beauty,4,25.42,101.68
C501143,2022-08-24,10313,United Kingdom,P0394,Clothing,5,25.41,127.05
C501143,2022-08-24,10313,United Kingdom,P0138,Toys,3,12.9,38.7
C509503,2022-08-24,12468,Germany,P0102,Office,4,3.81,15.24
C500990,2022-08-24,10272,United Kingdom,P0348,Baby,1,34.18,34.18
C500990,2022-08-24,10272,United Kingdom,P0285,Clothing,2,4.54,9.08
C507562,2022-08-24,11966,United Kingdom,P0196,Office,4,8.76,35.04
C500990,2022-08-24,10272,United Kingdom,P0093,Jewelry,1,12.01,12.01
C503204,2022-08-24,10810,France,P0209,Sports & Outdoors,5,56.43,282.15
C504810,2022-08-24,11228,France,P0155,Office,2,8.91,17.82
C504449,2022-08-24,11132,United Kingdom,P0255,Clothing,6,13.24,79.44
C504672,2022-08-24,11189,Spain,P0161,Automotive,4,30.68,122.72
C505761,2022-08-24,11471,United Kingdom,P0191,Health,6,10.11,60.66
C503458,2022-08-25,10878,United Kingdom,P0326,Health,3,211.81,635.43
C503458,2022-08-25,10878,United Kingdom,P0275,Books,6,27.27,163.62
C509412,2022-08-25,12443,Spain,P0000,Toys,3,9.01,27.03
C507226,2022-08-25,11862,Germany,P0065,Electronics,3,12.79,38.37
C504392,2022-08-25,11115,United Kingdom,P0237,Jewelry,3,8.99,26.97
C504392,2022-08-25,11115,United Kingdom,P0035,Pet Supplies,2,14.48,28.96
C504392,2022-08-25,11115,United Kingdom,P0120,Baby,2,41.47,82.94
C504392,2022-08-25,11115,United Kingdom,P0034,Beauty,6,22.65,135.9
C508672,2022-08-25,12243,United Kingdom,P0198,Pet Supplies,6,19.63,117.78
C507270,2022-08-25,11875,United Kingdom,P0167,Toys,6,13.4,80.4
C508672,2022-08-25,12243,United Kingdom,P0260,Automotive,2,4.63,9.26
C507149,2022-08-25,11841,United Kingdom,P0024,Music,3,15.65,46.95
C504392,2022-08-25,11115,United Kingdom,P0148,Home & Garden,2,7.21,14.42
C507149,2022-08-25,11841,United Kingdom,P0273,Food & Grocery,1,49.48,49.48
C502257,2022-08-25,10579,United Kingdom,P0156,Toys,5,24.89,124.45
C507226,2022-08-25,11862,Germany,P0009,Office,3,30.65,91.95
C507226,2022-08-25,11862,Germany,P0088,Books,1,7.83,7.83
C507855,2022-08-26,12042,United Kingdom,P0163,Music,3,15.55,46.65
C501988,2022-08-26,10511,France,P0045,Music,2,17.55,35.1
C501988,2022-08-26,10511,France,P0348,Baby,6,33.52,201.12
C501988,2022-08-26,10511,France,P0169,Jewelry,3,25.4,76.2
C501988,2022-08-26,10511,France,P0134,Tools,1,13.55,13.55
C501988,2022-08-26,10511,France,P0311,Toys,3,18.69,56.07
C501988,2022-08-26,10511,France,P0113,Jewelry,6,5.1,30.6
C501988,2022-08-26,10511,France,P0108,Jewelry,1,7.46,7.46
C501988,2022-08-26,10511,France,P0226,Pet Supplies,3,99.27,297.81
C500507,2022-08-26,10135,France,P0047,Tools,1,6.27,6.27
C508274,2022-08-26,12139,United Kingdom,P0145,Tools,6,19.89,119.34
C504278,2022-08-26,11086,Spain,P0226,Pet Supplies,2,98.99,197.98
C508274,2022-08-26,12139,United Kingdom,P0094,Beauty,5,10.19,50.95
C508274,2022-08-26,12139,United Kingdom,P0223,Music,4,8.19,32.76
C508274,2022-08-26,12139,United Kingdom,P0235,Books,3,75.84,227.52
C508274,2022-08-26,12139,United Kingdom,P0052,Clothing,1,4.97,4.97
C508274,2022-08-26,12139,United Kingdom,P0032,Music,6,12.45,74.7
C506509,2022-08-26,11684,France,P0200,Tools,6,31.76,190.56
C505255,2022-08-26,11339,France,P0282,Jewelry,5,54.98,274.9
C501988,2022-08-26,10511,France,P0143,Food & Grocery,1,8.95,8.95
C501988,2022-08-26,10511,France,P0249,Health,1,9.57,9.57
C509538,2022-08-27,12478,Spain,P0152,Home & Garden,3,15.44,46.32
C505621,2022-08-27,11433,United Kingdom,P0185,Sports & Outdoors,1,11.72,11.72
C503993,2022-08-27,11004,United Kingdom,P0295,Music,6,6.99,41.94
C500966,2022-08-27,10265,United Kingdom,P0263,Home & Garden,2,7.89,15.78
C500966,2022-08-27,10265,United Kingdom,P0244,Toys,6,3.54,21.24
C504509,2022-08-27,11148,United Kingdom,P0030,Sports & Outdoors,3,5.86,17.58
C503993,2022-08-27,11004,United Kingdom,P0064,Toys,2,7.75,15.5
C500966,2022-08-27,10265,United Kingdom,P0340,Health,1,16.48,16.48
C500966,2022-08-27,10265,United Kingdom,P0235,Books,3,75.86,227.58
C506249,2022-08-27,11604,Spain,P0330,Home & Garden,6,4.25,25.5
C503751,2022-08-27,10947,United Kingdom,P0039,Health,3,31.65,94.95
C503068,2022-08-28,10774,United Kingdom,P0063,Automotive,4,29.78,119.12
C501803,2022-08-28,10465,Germany,P0105,Office,5,8.04,40.2
C505157,2022-08-28,11315,United Kingdom,P0011,Toys,6,7.9,47.4
C502829,2022-08-28,10727,France,P0024,Music,6,15.95,95.7
C502829,2022-08-28,10727,France,P0114,Toys,3,62.08,186.24
C501803,2022-08-28,10465,Germany,P0310,Baby,2,8.29,16.58
C507560,2022-08-29,11965,United Kingdom,P0075,Electronics,1,6.14,6.14
C504202,2022-08-29,11063,United Kingdom,P0135,Pet Supplies,1,25.67,25.67
C504544,2022-08-29,11159,France,P0136,Home & Garden,6,20.02,120.12
C504202,2022-08-29,11063,United Kingdom,P0099,Pet Supplies,6,33.54,201.24
C505327,2022-08-29,11355,France,P0108,Jewelry,4,6.87,27.48
C504544,2022-08-29,11159,France,P0323,Electronics,6,12.46,74.76
C504544,2022-08-29,11159,France,P0054,Toys,5,23.58,117.9
C504544,2022-08-29,11159,France,P0182,Jewelry,2,35.63,71.26
C504544,2022-08-29,11159,France,P0389,Automotive,2,5.58,11.16
C507560,2022-08-29,11965,United Kingdom,P0196,Office,6,8.23,49.38
C507642,2022-08-30,11987,United Kingdom,P0272,Baby,2,27.14,54.28
C508412,2022-08-30,12176,Netherlands,P0101,Electronics,3,36.86,110.58
C504743,2022-08-30,11207,United Kingdom,P0380,Baby,3,14.31,42.93
C502521,2022-08-30,10647,Netherlands,P0301,Home & Garden,3,23.33,69.99
C502177,2022-08-30,10558,United Kingdom,P0298,Sports & Outdoors,5,15.01,75.05
C507642,2022-08-30,11987,United Kingdom,P0028,Baby,4,26.25,105.0
C502521,2022-08-30,10647,Netherlands,P0094,Beauty,3,9.9,29.7
C502521,2022-08-30,10647,Netherlands,P0151,Clothing,1,26.01,26.01
C502422,2022-08-30,10617,United Kingdom,P0036,Music,3,7.12,21.36
C508412,2022-08-30,12176,Netherlands,P0368,Clothing,4,4.12,16.48
C508412,2022-08-30,12176,Netherlands,P0154,Sports & Outdoors,5,45.49,227.45
C500671,2022-08-30,10182,United Kingdom,P0111,Tools,4,6.96,27.84
C500671,2022-08-30,10182,United Kingdom,P0084,Tools,5,2.55,12.75
C500394,2022-08-31,10110,Spain,P0019,Clothing,1,7.38,7.38
C502183,2022-08-31,10559,United Kingdom,P0020,Beauty,6,14.77,88.62
C509323,2022-08-31,12418,Germany,P0072,Automotive,5,10.23,51.15
C506606,2022-08-31,11710,United Kingdom,P0031,Home & Garden,1,23.38,23.38
C509323,2022-08-31,12418,Germany,P0317,Home & Garden,4,9.06,36.24
C506606,2022-08-31,11710,United Kingdom,P0391,Clothing,5,52.71,263.55
C506606,2022-08-31,11710,United Kingdom,P0282,Jewelry,2,55.12,110.24
C504627,2022-08-31,11182,Netherlands,P0395,Books,2,13.47,26.94
C509348,2022-08-31,12425,United Kingdom,P0099,Pet Supplies,5,33.88,169.4
C506606,2022-08-31,11710,United Kingdom,P0087,Home & Garden,4,31.46,125.84
C508823,2022-08-31,12282,United Kingdom,P0149,Food & Grocery,3,9.78,29.34
C504627,2022-08-31,11182,Netherlands,P0146,Health,1,30.95,30.95
C509403,2022-08-31,12441,United Kingdom,P0332,Music,1,8.11,8.11
C506606,2022-08-31,11710,United Kingdom,P0121,Pet Supplies,5,15.6,78.0
C501419,2022-09-01,10369,France,P0338,Books,5,18.44,92.2
C508613,2022-09-01,12227,Germany,P0255,Clothing,6,15.86,95.16
C508613,2022-09-01,12227,Germany,P0251,Automotive,3,19.33,57.99
C508613,2022-09-01,12227,Germany,P0226,Pet Supplies,2,117.12,234.24
C503409,2022-09-01,10867,United Kingdom,P0133,Pet Supplies,1,3.14,3.14
C500527,2022-09-01,10142,United Kingdom,P0329,Baby,3,8.27,24.81
C504248,2022-09-01,11077,United Kingdom,P0276,Home & Garden,5,44.67,223.35
C501419,2022-09-01,10369,France,P0313,Toys,4,15.55,62.2
C508613,2022-09-01,12227,Germany,P0292,Home & Garden,2,5.56,11.12
C501419,2022-09-01,10369,France,P0124,Sports & Outdoors,2,21.46,42.92
C508613,2022-09-01,12227,Germany,P0146,Health,1,36.23,36.23
C502325,2022-09-02,10599,France,P0068,Music,3,130.46,391.38
C505864,2022-09-02,11497,United Kingdom,P0213,Tools,1,12.65,12.65
C505864,2022-09-02,11497,United Kingdom,P0072,Automotive,1,12.06,12.06
C502583,2022-09-02,10665,United Kingdom,P0048,Jewelry,2,24.92,49.84
C502583,2022-09-02,10665,United Kingdom,P0359,Health,1,17.25,17.25
C502583,2022-09-02,10665,United Kingdom,P0293,Electronics,6,32.59,195.54
C503117,2022-09-02,10788,United Kingdom,P0369,Toys,2,29.12,58.24
C502583,2022-09-02,10665,United Kingdom,P0262,Sports & Outdoors,6,24.3,145.8
C502583,2022-09-02,10665,United Kingdom,P0010,Clothing,6,48.93,293.58
C502583,2022-09-02,10665,United Kingdom,P0304,Electronics,2,16.66,33.32
C502583,2022-09-02,10665,United Kingdom,P0207,Books,2,8.71,17.42
C503117,2022-09-02,10788,United Kingdom,P0259,Health,3,6.86,20.58
C502583,2022-09-02,10665,United Kingdom,P0258,Food & Grocery,3,32.94,98.82
C502583,2022-09-02,10665,United Kingdom,P0291,Health,4,16.42,65.68
C503117,2022-09-02,10788,United Kingdom,P0315,Food & Grocery,2,34.63,69.26
C503346,2022-09-02,10853,United Kingdom,P0302,Clothing,1,11.81,11.81
C502583,2022-09-02,10665,United Kingdom,P0112,Food & Grocery,3,14.81,44.43
C503346,2022-09-02,10853,United Kingdom,P0266,Music,2,49.14,98.28
C503346,2022-09-02,10853,United Kingdom,P0077,Music,4,32.06,128.24
C501948,2022-09-03,10501,United Kingdom,P0228,Automotive,5,8.76,43.8
C505686,2022-09-03,11451,Germany,P0390,Clothing,5,28.4,142.0
C505686,2022-09-03,11451,Germany,P0050,Tools,4,45.92,183.68
C505686,2022-09-03,11451,Germany,P0227,Jewelry,4,9.52,38.08
C505686,2022-09-03,11451,Germany,P0123,Tools,2,27.33,54.66
C509523,2022-09-03,12474,United Kingdom,P0073,Office,2,45.57,91.14
C500961,2022-09-03,10265,United Kingdom,P0195,Office,6,5.58,33.48
C500961,2022-09-03,10265,United Kingdom,P0230,Beauty,4,3.05,12.2
C505686,2022-09-03,11451,Germany,P0006,Pet Supplies,4,6.61,26.44
C500961,2022-09-03,10265,United Kingdom,P0209,Sports & Outdoors,1,67.29,67.29
C505686,2022-09-03,11451,Germany,P0177,Clothing,6,31.33,187.98
C508545,2022-09-03,12210,United Kingdom,P0055,Books,6,28.41,170.46
C508545,2022-09-03,12210,United Kingdom,P0026,Beauty,1,14.37,14.37
C507604,2022-09-03,11977,Netherlands,P0159,Music,2,46.68,93.36
C507604,2022-09-03,11977,Netherlands,P0108,Jewelry,4,8.68,34.72
C505686,2022-09-03,11451,Germany,P0063,Automotive,5,34.15,170.75
C500912,2022-09-03,10248,France,P0308,Baby,6,96.52,579.12
C508545,2022-09-03,12210,United Kingdom,P0131,Pet Supplies,3,6.24,18.72
C508545,2022-09-03,12210,United Kingdom,P0311,Toys,2,21.98,43.96
C508545,2022-09-03,12210,United Kingdom,P0145,Tools,4,23.67,94.68
C502167,2022-09-03,10555,United Kingdom,P0313,Toys,4,15.24,60.96
C505686,2022-09-03,11451,Germany,P0295,Music,1,7.71,7.71
C505686,2022-09-03,11451,Germany,P0053,Music,1,8.6,8.6
C501458,2022-09-04,10379,United Kingdom,P0051,Jewelry,4,44.88,179.52
C507925,2022-09-04,12061,Germany,P0093,Jewelry,3,13.35,40.05
C500311,2022-09-04,10085,Germany,P0171,Sports & Outdoors,3,107.77,323.31
C500311,2022-09-04,10085,Germany,P0161,Automotive,1,36.46,36.46
C500311,2022-09-04,10085,Germany,P0016,Books,5,14.38,71.9
C507062,2022-09-04,11815,France,P0151,Clothing,3,30.54,91.62
C507062,2022-09-04,11815,France,P0009,Office,5,35.56,177.8
C503553,2022-09-04,10897,United Kingdom,P0046,Baby,5,18.62,93.1
C500212,2022-09-04,10056,United Kingdom,P0355,Toys,2,9.06,18.12
C500295,2022-09-04,10082,Netherlands,P0085,Clothing,5,21.24,106.2
C502355,2022-09-04,10605,United Kingdom,P0039,Health,3,37.59,112.77
C505259,2022-09-04,11340,United Kingdom,P0034,Beauty,1,27.27,27.27
